일시,실효습도
20200730,67.415985
20200731,72.507807
20200801,73.10153700000001
20200802,75.024399
20200803,73.057059
20200804,74.15664899999999
20200805,77.472033
20200806,78.40157400000001
20200807,76.87497900000001
20200808,74.996655
20200809,75.73831200000001
20200810,75.324108
20200811,74.497215
20200812,75.910767
20200813,76.022082
20200814,73.919043
20200815,73.25637
20200816,70.95877800000001
20200817,71.023677
20200818,71.643999
20200819,70.980474
20200820,65.7321
20200821,64.488693
20200822,65.03641200000001
20200823,65.856312
20200824,66.323508
20200825,67.182525
20200826,65.280399
20200827,61.894307999999995
20200828,61.238313000000005
20200829,63.287493000000005
20200830,67.02125399999998
20200831,72.084357
20200901,71.93548200000001
20200902,71.15559900000001
20200903,68.94303000000001
20200904,65.03561700000002
20200905,64.31950800000001
20200906,66.61884
20200907,62.776005
20200908,59.68729499999999
20200909,63.889152
20200910,68.187234
20200911,68.353998
20200912,63.613254
20200913,65.304132
20200914,63.26073900000001
20200915,63.389861999999994
20200916,65.197857
20200917,62.28921900000001
20200918,63.279030000000006
20200919,60.68427900000001
20200920,58.09789800000001
20200921,52.79502299999999
20200922,49.276149
20200923,48.13766700000001
20200924,47.646798000000004
20200925,47.99826300000001
20200926,49.027964999999995
20200927,50.899449000000004
20200928,51.79605
20200929,53.32072800000001
20200930,54.31938
20201001,56.208447
20201002,58.902798
20201003,61.083315
20201004,62.979603
20201005,60.66960900000001
20201006,58.597347000000006
20201007,53.118477000000006
20201008,48.62969999999999
20201009,45.417402
20201010,44.65386300000001
20201011,44.768145000000004
20201012,47.938608
20201013,49.536609000000006
20201014,51.266279999999995
20201015,50.491254
20201016,47.404749
20201017,42.952599
20201018,43.664535
20201019,47.594082
20201020,54.910472999999996
20201021,55.885272
20201022,57.03294
20201023,57.11374500000001
20201024,53.133978000000006
20201025,51.650414999999995
20201026,49.200798000000006
20201027,47.338563
20201028,49.30785300000001
20201029,52.942598999999994
20201030,51.936657
20201031,47.85291899999999
20201101,42.676299
20201102,42.836919
20201103,47.345594999999996
20201104,52.412967
20201105,53.462655000000005
20201106,44.806149000000005
20201107,43.978733999999996
20201108,45.624534000000004
20201109,49.309647
20201110,48.126093
20201111,45.476594999999996
20201112,39.579357
20201113,42.920655
20201114,48.60545700000001
20201115,50.79576000000001
20201116,54.686103
20201117,58.599315000000004
20201118,59.65399200000001
20201119,63.067275
